Ticket ID,Customer Age,Customer Gender,Product Purchased,Date of Purchase,Ticket Type,Ticket Priority,Ticket Channel,Assigned Agent,Agent Quality Score,First Response Time (hrs),Resolution Time (hrs),Num Interactions,SLA Breached,Reopened,Resolved First Contact,Purchase Days Ago,Customer Satisfaction Rating
7123,56,Male,MacBook Air,15-04-2027,Technical issue,Medium,Social media,Agent_004,1.73,5.98,6.53,2,0,0,0,463,3
7124,61,Other,MacBook Air,16-04-2027,Billing inquiry,Low,Email,Agent_050,3.02,1.35,33.68,3,0,1,0,469,2
7125,37,Female,iPhone 15,16-04-2027,Billing inquiry,Medium,Email,Agent_044,2.21,2.58,34.71,3,1,0,0,26,2
7126,45,Female,Dell XPS 13,16-04-2027,Cancellation request,Critical,Social media,Agent_034,3.01,4.29,4.37,2,1,0,0,166,3
7127,49,Female,Bose QuietComfort,17-04-2027,Billing inquiry,Critical,Phone,Agent_038,3.41,0.68,2.43,1,1,0,1,366,5
7128,31,Male,HP Elite Laptop,17-04-2027,Technical issue,Medium,Phone,Agent_038,3.41,0.56,18.5,6,0,0,0,439,3
7129,30,Male,GoPro Hero,18-04-2027,Billing inquiry,Medium,Chat,Agent_003,4.1,0.52,20.4,3,0,1,0,97,3
7130,28,Male,GoPro Hero,18-04-2027,Product inquiry,High,Phone,Agent_008,3.14,1.03,5.39,2,0,0,0,394,5
7131,55,Male,MacBook Air,18-04-2027,Product inquiry,High,Chat,Agent_012,1.96,0.42,7.28,1,0,0,1,467,3
7132,56,Female,Dell XPS 13,19-04-2027,Technical issue,High,Chat,Agent_035,3.42,0.06,20.04,4,1,0,0,267,3
7133,59,Female,Xbox Controller,19-04-2027,Cancellation request,Low,Chat,Agent_002,2.83,0.47,71.01,5,1,0,0,123,1
7134,32,Male,Sony WH-1000XM5,19-04-2027,Refund request,Low,Social media,Agent_029,2.33,6.89,62.43,5,1,0,0,535,1
7135,26,Male,Dell XPS 13,20-04-2027,Billing inquiry,Medium,Phone,Agent_023,3.96,0.76,28.51,2,1,0,0,198,2
7136,20,Male,Samsung Galaxy,20-04-2027,Cancellation request,Low,Email,Agent_033,2.44,5.31,50.85,5,1,0,0,41,1
7137,22,Male,Dell XPS 13,21-04-2027,Cancellation request,High,Chat,Agent_050,3.02,0.53,8.71,3,1,0,0,121,3
7138,45,Female,GoPro Hero,21-04-2027,Billing inquiry,Medium,Email,Agent_018,2.31,3.62,43.79,1,1,0,1,425,2
7139,59,Female,HP Elite Laptop,21-04-2027,Refund request,High,Chat,Agent_040,4.48,0.06,8.77,3,1,1,0,4,3
7140,32,Female,Samsung Galaxy,22-04-2027,Billing inquiry,Low,Phone,Agent_022,3.54,0.71,42.92,5,0,0,0,255,2
7141,20,Male,MacBook Air,22-04-2027,Refund request,High,Social media,Agent_014,3.19,7.34,4.02,2,0,1,0,643,3
7142,67,Male,LG Monitor,22-04-2027,Technical issue,Medium,Chat,Agent_029,2.33,0.61,25.86,4,1,0,0,468,2
7143,52,Male,LG Monitor,23-04-2027,Refund request,Medium,Chat,Agent_045,2.19,0.56,16.97,2,0,0,0,183,3
7144,24,Female,Xbox Controller,23-04-2027,Cancellation request,Medium,Email,Agent_015,3.66,5.06,22.13,3,0,0,0,107,3
7145,47,Female,MacBook Air,24-04-2027,Technical issue,Medium,Social media,Agent_015,3.66,3.27,12.69,2,0,0,0,499,3
7146,41,Male,Bose QuietComfort,24-04-2027,Product inquiry,Critical,Phone,Agent_045,2.19,0.6,2.26,4,1,0,0,447,2
7147,48,Female,iPhone 15,24-04-2027,Technical issue,Low,Chat,Agent_004,1.73,0.06,32.4,3,0,0,0,177,2
7148,31,Female,Xbox Controller,25-04-2027,Refund request,High,Phone,Agent_036,2.93,0.32,3.12,3,0,0,0,72,3
7149,33,Female,LG Monitor,25-04-2027,Technical issue,Critical,Social media,Agent_005,5.0,5.78,3.46,3,1,0,0,70,3
7150,68,Female,iPhone 15,25-04-2027,Technical issue,High,Email,Agent_003,4.1,2.57,2.39,3,0,0,0,581,4
7151,21,Female,Bose QuietComfort,26-04-2027,Product inquiry,High,Social media,Agent_012,1.96,4.55,5.07,1,0,0,1,123,3
7152,20,Female,MacBook Air,26-04-2027,Refund request,Low,Social media,Agent_020,3.73,8.85,57.28,5,1,0,0,392,1
7153,52,Male,iPhone 15,27-04-2027,Cancellation request,Medium,Social media,Agent_044,2.21,1.72,36.2,5,1,0,0,227,2
7154,26,Male,MacBook Air,27-04-2027,Technical issue,High,Social media,Agent_020,3.73,7.41,8.08,3,1,1,0,368,3
7155,21,Male,Bose QuietComfort,27-04-2027,Billing inquiry,High,Phone,Agent_039,4.04,0.97,7.71,1,0,0,1,458,4
7156,36,Male,Sony WH-1000XM5,28-04-2027,Cancellation request,Medium,Phone,Agent_039,4.04,0.64,8.45,2,0,0,0,183,4
7157,41,Female,Samsung Galaxy,28-04-2027,Technical issue,Critical,Email,Agent_001,3.7,3.41,1.51,5,0,0,0,227,4
7158,28,Female,iPhone 15,28-04-2027,Cancellation request,Medium,Chat,Agent_044,2.21,0.5,3.89,5,0,0,0,72,3
7159,32,Male,iPhone 15,29-04-2027,Billing inquiry,Critical,Chat,Agent_003,4.1,0.4,2.03,2,1,0,0,512,5
7160,53,Female,MacBook Air,29-04-2027,Cancellation request,Medium,Social media,Agent_047,4.36,3.92,29.96,1,1,0,1,8,2
7161,48,Male,MacBook Air,30-04-2027,Cancellation request,High,Social media,Agent_009,2.55,8.63,9.75,1,1,0,1,72,3
7162,25,Male,iPhone 15,30-04-2027,Billing inquiry,High,Phone,Agent_020,3.73,0.2,1.12,2,0,0,0,724,5
7163,19,Male,MacBook Air,30-04-2027,Billing inquiry,High,Chat,Agent_009,2.55,0.28,10.68,6,1,0,0,46,2
7164,67,Male,HP Elite Laptop,01-05-2027,Billing inquiry,Low,Email,Agent_031,1.88,2.41,79.13,3,1,0,0,150,1
7165,20,Male,HP Elite Laptop,01-05-2027,Product inquiry,Low,Social media,Agent_046,2.74,4.71,39.16,4,0,0,0,593,3
7166,20,Female,Sony WH-1000XM5,01-05-2027,Billing inquiry,Medium,Phone,Agent_028,2.13,0.47,43.11,2,1,0,0,482,2
7167,38,Male,Sony WH-1000XM5,02-05-2027,Cancellation request,Critical,Social media,Agent_035,3.42,0.9,1.75,4,0,0,0,409,4
7168,68,Other,Sony WH-1000XM5,02-05-2027,Billing inquiry,High,Social media,Agent_040,4.48,7.28,2.01,4,0,0,0,175,4
7169,29,Male,LG Monitor,03-05-2027,Technical issue,Low,Phone,Agent_038,3.41,0.76,44.61,3,0,0,0,427,2
7170,31,Male,LG Monitor,03-05-2027,Billing inquiry,Medium,Chat,Agent_044,2.21,0.29,20.59,4,0,0,0,655,3
7171,40,Male,Dell XPS 13,03-05-2027,Billing inquiry,High,Chat,Agent_002,2.83,0.46,12.43,4,1,0,0,704,2
7172,30,Female,Xbox Controller,04-05-2027,Refund request,Medium,Social media,Agent_003,4.1,8.64,12.23,3,0,0,0,671,2
7173,33,Male,Samsung Galaxy,04-05-2027,Cancellation request,Critical,Chat,Agent_014,3.19,0.33,2.6,4,1,0,0,237,3
7174,34,Female,HP Elite Laptop,04-05-2027,Cancellation request,Medium,Phone,Agent_017,2.74,0.77,3.54,7,0,0,0,595,3
7175,35,Female,Bose QuietComfort,05-05-2027,Technical issue,Medium,Chat,Agent_035,3.42,0.32,17.64,2,0,0,0,687,3
7176,30,Female,Samsung Galaxy,05-05-2027,Product inquiry,Medium,Social media,Agent_004,1.73,6.86,19.64,1,0,0,1,140,3
7177,43,Female,Samsung Galaxy,06-05-2027,Refund request,High,Social media,Agent_047,4.36,10.41,6.18,1,0,0,1,64,4
7178,62,Male,Bose QuietComfort,06-05-2027,Technical issue,Medium,Phone,Agent_030,2.97,0.75,5.42,3,0,0,0,279,3
7179,57,Male,GoPro Hero,06-05-2027,Technical issue,Medium,Social media,Agent_039,4.04,4.35,17.66,3,0,0,0,50,3
7180,56,Male,iPhone 15,07-05-2027,Cancellation request,Medium,Chat,Agent_014,3.19,0.36,24.56,4,1,0,0,215,2
7181,48,Female,Xbox Controller,07-05-2027,Refund request,High,Phone,Agent_048,2.8,0.41,12.45,1,1,0,1,637,2
7182,57,Male,Dell XPS 13,07-05-2027,Cancellation request,Low,Social media,Agent_027,4.57,5.16,29.83,2,0,0,0,36,2
7183,34,Male,Sony WH-1000XM5,08-05-2027,Product inquiry,Low,Phone,Agent_013,3.76,0.4,23.73,1,0,0,1,651,3
7184,49,Other,Bose QuietComfort,08-05-2027,Cancellation request,Low,Phone,Agent_020,3.73,0.53,102.53,2,1,0,0,598,1
7185,18,Male,LG Monitor,09-05-2027,Billing inquiry,Critical,Chat,Agent_049,1.69,0.07,0.33,3,0,0,0,431,3
7186,52,Female,Sony WH-1000XM5,09-05-2027,Cancellation request,Low,Chat,Agent_049,1.69,0.29,29.88,3,0,0,0,505,2
7187,53,Female,MacBook Air,09-05-2027,Billing inquiry,High,Email,Agent_024,4.32,2.87,3.97,3,0,0,0,568,4
7188,36,Male,Bose QuietComfort,10-05-2027,Technical issue,High,Phone,Agent_010,3.41,0.94,1.48,1,0,0,1,249,5
7189,45,Male,Sony WH-1000XM5,10-05-2027,Product inquiry,High,Chat,Agent_007,4.34,0.49,7.83,3,0,0,0,468,4
7190,19,Male,iPhone 15,10-05-2027,Billing inquiry,High,Social media,Agent_017,2.74,5.12,12.56,3,1,0,0,510,2
7191,46,Female,iPhone 15,11-05-2027,Product inquiry,Medium,Email,Agent_022,3.54,1.22,36.69,3,1,0,0,394,2
7192,60,Female,iPhone 15,11-05-2027,Cancellation request,Medium,Email,Agent_044,2.21,2.96,31.07,4,1,0,0,440,2
7193,46,Female,Sony WH-1000XM5,12-05-2027,Cancellation request,Medium,Social media,Agent_011,4.02,4.2,38.48,2,1,0,0,726,2
7194,60,Female,iPhone 15,12-05-2027,Technical issue,Medium,Chat,Agent_042,4.66,0.25,21.34,2,0,0,0,158,3
7195,36,Female,HP Elite Laptop,12-05-2027,Cancellation request,Critical,Phone,Agent_023,3.96,0.74,2.2,5,1,0,0,94,4
7196,45,Male,LG Monitor,13-05-2027,Billing inquiry,Critical,Email,Agent_022,3.54,2.19,2.44,1,1,1,1,486,3
7197,51,Male,Dell XPS 13,13-05-2027,Technical issue,High,Social media,Agent_040,4.48,4.45,13.28,4,1,0,0,439,3
7198,48,Female,Bose QuietComfort,13-05-2027,Product inquiry,Critical,Social media,Agent_047,4.36,1.57,1.8,1,0,0,1,166,5
7199,54,Male,Samsung Galaxy,14-05-2027,Technical issue,Critical,Social media,Agent_018,2.31,5.27,3.4,3,1,0,0,56,2
7200,36,Male,Sony WH-1000XM5,14-05-2027,Product inquiry,High,Social media,Agent_045,2.19,7.26,14.52,2,1,0,0,455,2
7201,49,Female,Sony WH-1000XM5,15-05-2027,Refund request,Medium,Email,Agent_026,1.33,2.13,27.96,4,1,0,0,370,2
7202,46,Male,LG Monitor,15-05-2027,Billing inquiry,Medium,Phone,Agent_048,2.8,0.82,33.92,5,1,0,0,378,2
7203,26,Female,GoPro Hero,15-05-2027,Billing inquiry,Critical,Chat,Agent_030,2.97,0.5,1.02,4,0,1,0,395,4
7204,24,Female,Xbox Controller,16-05-2027,Product inquiry,High,Social media,Agent_013,3.76,4.18,10.48,3,1,0,0,391,3
7205,29,Male,MacBook Air,16-05-2027,Cancellation request,High,Social media,Agent_004,1.73,8.28,10.46,4,1,0,0,352,2
7206,68,Female,Bose QuietComfort,16-05-2027,Cancellation request,Low,Phone,Agent_043,3.9,0.84,54.39,2,1,0,0,82,1
7207,48,Male,GoPro Hero,17-05-2027,Refund request,Low,Phone,Agent_027,4.57,0.71,69.14,4,1,0,0,546,1
7208,35,Male,MacBook Air,17-05-2027,Product inquiry,Medium,Chat,Agent_040,4.48,0.67,26.18,1,1,0,1,63,2
7209,45,Male,Xbox Controller,18-05-2027,Refund request,Low,Email,Agent_010,3.41,4.54,40.22,4,0,1,0,514,2
7210,67,Male,Samsung Galaxy,18-05-2027,Product inquiry,Critical,Phone,Agent_044,2.21,0.84,2.08,3,1,0,0,702,2
7211,38,Female,Sony WH-1000XM5,18-05-2027,Refund request,Low,Email,Agent_028,2.13,3.0,46.14,2,0,0,0,555,2
7212,26,Male,iPhone 15,19-05-2027,Product inquiry,Medium,Email,Agent_021,3.73,1.76,24.09,5,1,0,0,607,2
7213,51,Male,LG Monitor,19-05-2027,Billing inquiry,Low,Social media,Agent_011,4.02,3.39,39.39,4,0,0,0,148,2
7214,51,Male,Bose QuietComfort,19-05-2027,Refund request,Low,Email,Agent_020,3.73,3.04,38.37,1,0,0,1,519,2
7215,64,Female,LG Monitor,20-05-2027,Refund request,Low,Social media,Agent_036,2.93,7.24,63.54,4,1,0,0,726,1
7216,41,Female,Dell XPS 13,20-05-2027,Product inquiry,Critical,Social media,Agent_019,3.74,4.64,2.25,1,1,0,1,308,3
7217,33,Male,Samsung Galaxy,21-05-2027,Technical issue,High,Chat,Agent_010,3.41,0.49,3.56,1,0,0,1,505,5
7218,45,Male,Dell XPS 13,21-05-2027,Technical issue,High,Email,Agent_015,3.66,0.36,10.45,3,1,0,0,98,3
7219,63,Male,Xbox Controller,21-05-2027,Billing inquiry,Critical,Phone,Agent_045,2.19,0.32,1.3,3,0,0,0,302,3
7220,68,Male,Xbox Controller,22-05-2027,Cancellation request,Critical,Phone,Agent_045,2.19,0.41,4.09,3,1,0,0,42,2
7221,64,Female,HP Elite Laptop,22-05-2027,Cancellation request,Medium,Phone,Agent_018,2.31,0.34,12.08,4,0,0,0,316,3
7222,52,Female,Xbox Controller,22-05-2027,Billing inquiry,Medium,Chat,Agent_007,4.34,0.45,47.32,5,1,0,0,384,2
7223,23,Male,GoPro Hero,23-05-2027,Cancellation request,Medium,Social media,Agent_030,2.97,4.76,29.68,2,1,0,0,104,2
7224,55,Male,GoPro Hero,23-05-2027,Product inquiry,Low,Social media,Agent_014,3.19,3.17,38.05,2,0,0,0,336,2
7225,69,Male,iPhone 15,24-05-2027,Technical issue,Low,Phone,Agent_037,2.88,0.71,29.4,2,0,0,0,590,2
7226,58,Female,Sony WH-1000XM5,24-05-2027,Billing inquiry,Medium,Social media,Agent_041,3.03,9.24,31.29,3,1,1,0,636,2
7227,28,Male,LG Monitor,24-05-2027,Product inquiry,Low,Social media,Agent_030,2.97,6.81,39.44,3,0,0,0,32,2
7228,21,Other,Sony WH-1000XM5,25-05-2027,Billing inquiry,Critical,Chat,Agent_027,4.57,0.27,1.47,9,0,0,0,679,4
7229,31,Female,Sony WH-1000XM5,25-05-2027,Technical issue,Critical,Email,Agent_049,1.69,3.48,1.58,3,0,0,0,282,3
7230,30,Male,GoPro Hero,25-05-2027,Cancellation request,Low,Email,Agent_037,2.88,2.04,47.6,1,0,0,1,30,3
7231,32,Female,LG Monitor,26-05-2027,Product inquiry,High,Chat,Agent_048,2.8,0.48,8.49,3,1,0,0,681,2
7232,66,Female,iPhone 15,26-05-2027,Technical issue,High,Chat,Agent_041,3.03,0.38,13.04,2,1,0,0,393,3
7233,25,Female,Samsung Galaxy,27-05-2027,Billing inquiry,Medium,Social media,Agent_017,2.74,8.38,21.35,4,0,1,0,32,3
7234,60,Male,HP Elite Laptop,27-05-2027,Refund request,High,Chat,Agent_030,2.97,0.37,10.49,2,1,0,0,696,2
7235,41,Male,GoPro Hero,27-05-2027,Product inquiry,Medium,Social media,Agent_018,2.31,5.63,19.04,3,0,1,0,565,3
7236,28,Female,Dell XPS 13,28-05-2027,Billing inquiry,Low,Email,Agent_003,4.1,0.85,26.21,4,0,0,0,149,2
7237,65,Female,HP Elite Laptop,28-05-2027,Billing inquiry,Medium,Chat,Agent_028,2.13,0.07,15.65,3,0,0,0,76,3
7238,52,Female,Samsung Galaxy,28-05-2027,Technical issue,Medium,Social media,Agent_037,2.88,5.79,14.06,5,0,0,0,407,3
7239,42,Female,Xbox Controller,29-05-2027,Billing inquiry,Low,Email,Agent_030,2.97,0.67,48.78,2,1,0,0,581,1
7240,40,Female,Sony WH-1000XM5,29-05-2027,Product inquiry,Medium,Email,Agent_021,3.73,1.82,19.03,3,0,0,0,274,3
7241,64,Female,Bose QuietComfort,30-05-2027,Product inquiry,Critical,Phone,Agent_049,1.69,0.65,1.97,2,0,0,0,549,3
7242,62,Male,iPhone 15,30-05-2027,Billing inquiry,High,Email,Agent_020,3.73,2.53,5.98,2,0,0,0,647,4
7243,24,Female,Sony WH-1000XM5,30-05-2027,Technical issue,High,Chat,Agent_022,3.54,0.19,8.38,3,1,0,0,61,3
7244,22,Female,Xbox Controller,31-05-2027,Product inquiry,High,Chat,Agent_036,2.93,0.26,13.67,1,1,1,1,131,2
7245,49,Female,Samsung Galaxy,31-05-2027,Refund request,High,Social media,Agent_036,2.93,8.81,10.81,5,1,0,0,513,2
7246,45,Female,Dell XPS 13,31-05-2027,Cancellation request,Low,Chat,Agent_021,3.73,0.37,27.2,1,0,0,1,60,2
7247,61,Male,iPhone 15,01-06-2027,Technical issue,Critical,Email,Agent_024,4.32,3.76,3.67,5,1,0,0,380,3
7248,20,Female,iPhone 15,01-06-2027,Technical issue,High,Social media,Agent_021,3.73,5.31,18.03,4,1,0,0,347,3
7249,47,Female,Samsung Galaxy,02-06-2027,Cancellation request,Low,Email,Agent_007,4.34,5.3,47.35,5,0,0,0,442,2
7250,61,Male,HP Elite Laptop,02-06-2027,Cancellation request,Medium,Phone,Agent_008,3.14,0.64,23.0,3,0,0,0,543,3
7251,22,Male,MacBook Air,02-06-2027,Product inquiry,High,Social media,Agent_022,3.54,6.55,11.52,3,1,0,0,399,3
7252,68,Male,Sony WH-1000XM5,03-06-2027,Billing inquiry,Low,Phone,Agent_022,3.54,0.13,63.98,3,1,0,0,7,1
7253,68,Male,HP Elite Laptop,03-06-2027,Billing inquiry,Low,Social media,Agent_030,2.97,4.78,38.06,5,0,0,0,391,2
7254,50,Male,GoPro Hero,03-06-2027,Refund request,Low,Chat,Agent_034,3.01,0.32,36.03,2,0,1,0,135,2
7255,37,Male,Samsung Galaxy,04-06-2027,Billing inquiry,Critical,Email,Agent_029,2.33,1.37,1.76,2,0,0,0,20,3
7256,47,Female,GoPro Hero,04-06-2027,Refund request,Low,Social media,Agent_010,3.41,1.53,78.36,3,1,0,0,327,1
7257,61,Female,Dell XPS 13,05-06-2027,Refund request,Medium,Chat,Agent_005,5.0,0.31,20.0,3,0,0,0,434,3
7258,39,Female,HP Elite Laptop,05-06-2027,Technical issue,Low,Chat,Agent_049,1.69,0.76,48.15,2,1,1,0,654,1
7259,39,Female,Bose QuietComfort,05-06-2027,Technical issue,High,Chat,Agent_039,4.04,0.2,12.16,2,1,0,0,374,2
7260,55,Male,MacBook Air,06-06-2027,Product inquiry,Critical,Phone,Agent_034,3.01,0.61,3.47,2,1,0,0,143,5
7261,46,Male,Samsung Galaxy,06-06-2027,Cancellation request,Medium,Chat,Agent_038,3.41,0.33,13.33,2,0,0,0,722,3
7262,38,Female,Samsung Galaxy,06-06-2027,Cancellation request,Low,Social media,Agent_010,3.41,6.54,18.62,3,0,0,0,394,3
7263,35,Male,MacBook Air,07-06-2027,Refund request,Medium,Phone,Agent_009,2.55,1.03,28.26,4,1,0,0,483,2
7264,65,Other,iPhone 15,07-06-2027,Cancellation request,High,Email,Agent_032,2.89,0.14,8.59,6,1,0,0,637,2
7265,28,Female,Xbox Controller,08-06-2027,Refund request,High,Chat,Agent_005,5.0,0.21,11.25,3,1,1,0,491,3
7266,27,Female,Dell XPS 13,08-06-2027,Cancellation request,High,Social media,Agent_035,3.42,8.9,2.46,2,0,1,0,321,3
7267,52,Other,HP Elite Laptop,08-06-2027,Product inquiry,Low,Social media,Agent_011,4.02,6.0,40.22,1,0,0,1,412,2
7268,43,Male,Samsung Galaxy,09-06-2027,Technical issue,Low,Phone,Agent_042,4.66,0.43,53.3,3,1,0,0,354,1
7269,67,Male,Samsung Galaxy,09-06-2027,Technical issue,Low,Email,Agent_016,3.21,2.46,24.75,3,0,0,0,432,2
7270,61,Female,MacBook Air,09-06-2027,Refund request,Critical,Phone,Agent_027,4.57,0.14,2.69,2,1,0,0,3,5
7271,63,Male,Bose QuietComfort,10-06-2027,Cancellation request,High,Chat,Agent_020,3.73,0.4,13.02,3,1,0,0,131,3
7272,21,Female,MacBook Air,10-06-2027,Billing inquiry,High,Email,Agent_001,3.7,3.2,4.36,3,0,0,0,75,4
7273,27,Male,MacBook Air,11-06-2027,Product inquiry,Critical,Email,Agent_026,1.33,3.08,3.0,1,1,0,1,324,2
7274,56,Female,Sony WH-1000XM5,11-06-2027,Cancellation request,Critical,Email,Agent_011,4.02,2.26,2.09,1,1,0,1,478,3
7275,33,Female,HP Elite Laptop,11-06-2027,Billing inquiry,Low,Phone,Agent_015,3.66,0.61,33.53,5,0,0,0,160,2
7276,58,Female,iPhone 15,12-06-2027,Product inquiry,Low,Social media,Agent_039,4.04,2.75,37.23,2,0,0,0,17,2
7277,47,Male,MacBook Air,12-06-2027,Product inquiry,Critical,Phone,Agent_040,4.48,0.4,3.12,5,1,1,0,395,4
7278,20,Male,Bose QuietComfort,12-06-2027,Technical issue,Critical,Social media,Agent_048,2.8,5.96,1.78,3,0,0,0,356,3
7279,51,Female,iPhone 15,13-06-2027,Refund request,Medium,Phone,Agent_018,2.31,0.45,19.59,2,0,0,0,32,3
7280,42,Male,LG Monitor,13-06-2027,Cancellation request,Critical,Social media,Agent_024,4.32,5.22,3.22,3,1,0,0,483,3
7281,55,Female,HP Elite Laptop,14-06-2027,Product inquiry,Low,Social media,Agent_028,2.13,4.04,67.31,2,1,1,0,155,1
7282,59,Female,Samsung Galaxy,14-06-2027,Cancellation request,Low,Email,Agent_025,1.7,3.76,37.17,3,0,1,0,624,2
7283,53,Female,LG Monitor,14-06-2027,Product inquiry,Medium,Social media,Agent_023,3.96,3.76,46.47,3,1,0,0,610,2
7284,21,Female,iPhone 15,15-06-2027,Technical issue,High,Chat,Agent_011,4.02,0.4,11.72,4,1,0,0,604,3
7285,59,Male,iPhone 15,15-06-2027,Refund request,High,Chat,Agent_033,2.44,0.47,14.37,1,1,0,1,658,2
7286,27,Female,HP Elite Laptop,15-06-2027,Billing inquiry,High,Social media,Agent_016,3.21,4.93,15.29,5,1,0,0,515,3
7287,30,Female,Xbox Controller,16-06-2027,Billing inquiry,Low,Social media,Agent_036,2.93,4.53,34.54,1,0,0,1,342,2
7288,23,Male,Sony WH-1000XM5,16-06-2027,Technical issue,Medium,Social media,Agent_023,3.96,3.97,16.05,4,0,0,0,406,3
7289,24,Other,Samsung Galaxy,17-06-2027,Product inquiry,Critical,Social media,Agent_006,2.49,4.57,0.38,2,0,0,0,373,3
7290,45,Male,LG Monitor,17-06-2027,Technical issue,Low,Email,Agent_043,3.9,5.28,83.62,4,1,0,0,286,1
7291,54,Male,MacBook Air,17-06-2027,Refund request,High,Chat,Agent_024,4.32,0.51,1.63,4,0,0,0,560,4
7292,32,Male,Dell XPS 13,18-06-2027,Billing inquiry,High,Email,Agent_038,3.41,3.84,9.3,2,1,1,0,577,3
7293,47,Female,Xbox Controller,18-06-2027,Cancellation request,High,Chat,Agent_042,4.66,0.28,3.61,3,0,0,0,221,4
7294,57,Male,Samsung Galaxy,18-06-2027,Billing inquiry,Critical,Social media,Agent_006,2.49,8.37,2.08,6,1,0,0,147,2
7295,27,Female,Dell XPS 13,19-06-2027,Refund request,Medium,Chat,Agent_010,3.41,0.62,24.01,6,1,0,0,180,2
7296,29,Female,Sony WH-1000XM5,19-06-2027,Product inquiry,High,Chat,Agent_022,3.54,0.08,15.39,4,1,0,0,510,3
7297,34,Male,Dell XPS 13,20-06-2027,Technical issue,Low,Phone,Agent_023,3.96,0.53,63.64,2,1,0,0,297,1
7298,65,Male,MacBook Air,20-06-2027,Billing inquiry,Medium,Phone,Agent_005,5.0,0.59,59.44,1,1,0,1,349,1
7299,47,Female,Dell XPS 13,20-06-2027,Billing inquiry,Medium,Social media,Agent_028,2.13,3.94,26.68,2,1,0,0,491,2
7300,18,Male,Xbox Controller,21-06-2027,Cancellation request,Low,Email,Agent_009,2.55,0.77,55.41,1,1,1,1,353,1
7301,53,Female,GoPro Hero,21-06-2027,Technical issue,Critical,Phone,Agent_039,4.04,0.34,1.11,5,0,0,0,81,4
7302,57,Male,Xbox Controller,21-06-2027,Cancellation request,High,Social media,Agent_049,1.69,8.51,5.5,1,0,0,1,705,3
7303,41,Female,MacBook Air,22-06-2027,Cancellation request,Medium,Email,Agent_044,2.21,1.63,6.92,5,0,1,0,434,3
7304,55,Female,LG Monitor,22-06-2027,Product inquiry,Low,Phone,Agent_028,2.13,0.39,47.05,4,0,0,0,123,2
7305,38,Male,GoPro Hero,23-06-2027,Billing inquiry,Medium,Chat,Agent_025,1.7,0.37,14.79,6,0,0,0,289,3
7306,59,Male,Sony WH-1000XM5,23-06-2027,Technical issue,High,Phone,Agent_043,3.9,0.55,6.6,3,0,1,0,470,3
7307,49,Male,Xbox Controller,23-06-2027,Product inquiry,High,Social media,Agent_038,3.41,3.72,3.06,2,0,1,0,510,3
7308,35,Male,GoPro Hero,24-06-2027,Product inquiry,Medium,Phone,Agent_027,4.57,0.74,14.76,3,0,0,0,594,3
7309,30,Female,iPhone 15,24-06-2027,Product inquiry,Low,Phone,Agent_024,4.32,0.74,48.78,4,1,0,0,480,1
7310,54,Female,Xbox Controller,24-06-2027,Refund request,Low,Email,Agent_043,3.9,1.73,0.52,1,0,0,1,596,5
7311,61,Male,GoPro Hero,25-06-2027,Refund request,Medium,Email,Agent_043,3.9,1.08,46.01,2,1,0,0,439,2
7312,38,Female,HP Elite Laptop,25-06-2027,Product inquiry,High,Chat,Agent_046,2.74,0.42,13.64,3,1,0,0,727,2
7313,35,Female,LG Monitor,26-06-2027,Refund request,Low,Social media,Agent_016,3.21,4.86,103.94,4,1,0,0,174,1
7314,57,Male,Samsung Galaxy,26-06-2027,Technical issue,Low,Chat,Agent_002,2.83,0.42,24.59,3,0,0,0,346,2
7315,63,Male,Dell XPS 13,26-06-2027,Billing inquiry,Medium,Chat,Agent_002,2.83,0.34,18.23,5,0,0,0,105,3
7316,64,Female,GoPro Hero,27-06-2027,Technical issue,Medium,Phone,Agent_005,5.0,0.42,49.01,7,1,0,0,569,1
7317,43,Female,Samsung Galaxy,27-06-2027,Billing inquiry,Medium,Chat,Agent_046,2.74,0.32,45.4,2,1,0,0,681,2
7318,22,Female,Xbox Controller,27-06-2027,Refund request,Critical,Email,Agent_021,3.73,5.06,1.73,4,0,0,0,587,4
7319,22,Female,Samsung Galaxy,28-06-2027,Technical issue,High,Chat,Agent_010,3.41,0.25,3.54,4,0,0,0,455,4
7320,48,Male,iPhone 15,28-06-2027,Cancellation request,High,Social media,Agent_042,4.66,4.53,15.64,3,1,0,0,294,3
7321,45,Female,Bose QuietComfort,29-06-2027,Product inquiry,Low,Chat,Agent_018,2.31,0.15,31.1,2,0,0,0,393,2
7322,66,Female,Bose QuietComfort,29-06-2027,Billing inquiry,Low,Social media,Agent_026,1.33,1.28,63.76,4,1,0,0,196,1
7323,30,Female,LG Monitor,29-06-2027,Billing inquiry,Medium,Social media,Agent_020,3.73,1.96,31.43,1,1,0,1,422,2
7324,66,Male,GoPro Hero,30-06-2027,Cancellation request,Low,Chat,Agent_041,3.03,0.08,40.56,3,0,0,0,477,2
7325,28,Male,iPhone 15,30-06-2027,Cancellation request,Medium,Chat,Agent_036,2.93,0.17,8.9,4,0,0,0,218,3
7326,18,Male,Dell XPS 13,30-06-2027,Product inquiry,Low,Chat,Agent_049,1.69,0.42,74.2,3,1,0,0,153,1
7327,41,Female,Sony WH-1000XM5,01-07-2027,Refund request,Low,Social media,Agent_021,3.73,6.75,16.08,1,0,1,1,37,3
